# S7 state after session eddff98b (2026-08-24, ~17:00-19:30Z). Supersedes nothing; extends
# run_f7997c1a240cc238_s7_resume.tsv, which stays valid for the fix/parent/oldSideRanges inputs.
#
# WHAT COMPLETED: all 19 parent build probes (handles reproduced EXACTLY as the older TSV
# predicted), all 19 coverage runs at parent, all changed-line queries, and 3 of 19 call graphs.
# Every one of those calls is persisted in Neo4j as Evidence (:Evidence {id,...}) and is citable.
# WHAT IS LOST: the in-memory handle tables (reportId/buildHandle/callGraphId -> object). The
# server died, so coverage must be re-run to make the reportIds resolvable again. The NUMBERS
# below do not need re-deriving to be trusted -- they have evidence ids -- but a later stage that
# wants to QUERY a report must re-run coverage for that parent.
#
# HEADLINE, measured not estimated: 112 of 116 executable changed lines are COVERED at parent.
#
# columns: fix  parent  buildHandle  reportId  coveredExecutable/totalExecutable  coverageRunEvidence
84ca201d9f9ef4bc7ff281a38613a7bef9090984	598a895abe717a18d9f8b2df27d8c19799e7ae64	build_58aa4b07d486600c	cov_ff706b262298a098	11/11	ev_9120968b7ca12a39b1f3a52f49975d64
1fb2c97f34add3bab499bc603848d9c183df37ef	3475afc43aae34001dc45f1697dcf3d389ebb9c4	build_5160088e81ec1f1a	cov_8f891219bcbf548b	1/1	ev_270d856258b56cc992daa2d104664a70
92f1aca552548b484bc7d4b94c51e48b8e6eca70	a682fd5bc8acdf841e5f858e8a19e3d2c92c4df8	build_d3aaa7f5c6f21591	cov_c1c82fcd3da93aa7	3/4	ev_fd56aa2fc48d7641c4560344ef87e143
3475afc43aae34001dc45f1697dcf3d389ebb9c4	be8c37562cffa48c36a0f0bda93fc6502fb79b1f	build_bdfe2ee2e6db3574	cov_4701eb505e13441e	1/1	ev_54984f2d2292cd395d7db7e85ccee4fe
f10c02e12a15ca3d5acf17e732812172acd819ce	ccd90e9cfcc49d7bfba32d8be27c2d73f224fa22	build_c95f877546ea166d	cov_706339247ad63a92	5/5	ev_f76b63845c2586a11b4a7e5e10887f4a
89d31b4c87b3270b11031f823a723e2eca0fbcbb	8b6d5bbd09f4645f7f13d9bbe73508091f3d8fee	build_b2fc81dfad8d0e4f	cov_345e8270811bc036	2/2	ev_0c446070e4611a32e0ffd00f5133e847
b6fabf85043750c895294c0f72ee16279c593ddb	f727535bcae771a26daf9dff585a8bfd9f015668	build_96b4f38a0574f5f8	cov_92c0acde418681d7	27/29	ev_28bb71c92264ec745069035d74445c8f
e87be9dbf2eb0f484f986ada3a8b6f38372c56b7	90673664ac4b1e56d8fc1709a95d9df7150bc355	build_26a17594d1582a5d	cov_b62da763bee19635	13/13	ev_2fbc778f48f75e46c7669dec1ba3319a
5ee2e11a8f5b6f3c32b7edef246d5623223aa53e	209151fddc9ea1be665176a5dd142ab68260af48	build_b39139e28504b967	cov_e0dc7df99c9dcb1d	2/2	ev_530b6545c8841788334c528426e7556f
fbdd177b33a043a97ff76c998ef103439d9debf8	fa9037d69a2e54d23567e43b4897c59f1c1358c7	build_91c0e454deb2e788	cov_f9fd7ff9ad025cbe	11/11	ev_48e8ffdd688b87b013f47dab42ddf759
b035b623d3d1d0c50d84056d2946ba1a90f7f665	ae8c6d21fb1b4588adf059a7d6c24333bbc7364d	build_720d72d403695e15	cov_7636c52fec8728cf	9/9	ev_778f256151dc48b0ab4e2dea61e423ed
49e58c202883648925db5bb2b7d3f3d010a518f8	b77e51bac1191faf328fa52ae29fcaf9d0456954	build_226d5a83310d09bd	cov_1b213f627f218ac5	4/4	ev_2c6efe28c75cd263984414bf4cd133d1
bd345ac50a19440c76956b6253fa61e24e084f71	f2ea9dfe8d99508ccf5ef082c35b9ad8f87eee37	build_4d1e2be6d55ec057	cov_82b225e831d31338	5/5	ev_2178481d4aeafde35b1224c0369b0d36
38ea7f89179094432dcbabb873e7fff407f28c1a	862ba2f1d48ee95609183dbcfc848c9fd7afc76a	build_e0ef13afebc24062	cov_54494618fb0321bd	1/2	ev_dda14e0410c07c698197ff724da82024
cad054a61f3ae241a741b6658c50d6f962dfd43c	46b620860af930eedc193a705eaf7cea5aec89a6	build_6b9d762cd7f4cbb1	cov_b9f884ba10e2a3f9	2/2	ev_c7aa066782c5e1ce1dccbc7c63115155
823709f519995492d9a092fe315af389616e58f8	e1b0df5fec53710214cd700de38d82e1ca92bd79	build_ea70a06c2dfe8d72	cov_e401ec447fab047e	4/4	ev_19d7632a192801ef5178d30814635efc
9d2241ff467d03accbf902a650adc60513bf5c11	dd3556768b2b39353a6c3244aba917c3d2e29987	build_f4269754e78c7daf	cov_d30932e594a8b0b2	5/5	ev_6ab7fd34a5c13a47ef28cf522c848cca
4e3811479fdf1cd3ce2c3a8fbc42ffa579b52763	a71fc858063290882267e6f3644d042ce8e19f0d	build_39020d4cf370000f	cov_d8473762bd964116	5/5	ev_e75bf7966239d171aec8654d50673949
7c32b7e105184ee2e2027b2dd25bec8dac85f934	e640ca8a72415e305227175c6289cca994502727	build_539cb3a7ab838298	cov_fa5b977fd397d7e8	1/1	ev_b6afcc031423c2fcb3fa53867f38997d
